date,produce,weight
2010-08-24,zucchini,7
2010-08-24,lettuce,9
2010-08-24,greens,17
2010-08-24,beets,20
2010-08-24,greens,12
2010-08-24,beans,3
2010-08-28,zucchini,5
2010-08-30,beans,1
2010-08-30,tomatoes,1.5
2010-08-30,lettuce,1.5
2010-08-31,zucchini,52.5
2010-08-31,tomatoes,10.5
2010-08-31,beans,5
2010-08-31,greens,6
2010-08-31,basil,1
2010-08-31,beets,17
2010-08-31,lettuce,3
2010-08-31,squash,7
2010-08-31,peppers,1
2010-08-31,tomatoes,5
2010-08-31,kale,3
2010-09-07,zucchini,30
2010-09-07,kale,12
2010-09-07,greens,7.5
2010-09-07,tomatoes,17
2010-09-07,greens,16
2010-09-07,lettuce,29.5
2010-09-07,beets,9.5
2010-09-07,peppers,1
2010-09-07,squash,5
2010-09-07,beets,11
2010-09-07,herbs,3
2010-09-07,chard,8
2010-09-12,tomatoes,3.5
2010-09-12,squash,17
2010-09-12,beans,1
2010-09-12,zucchini,2.5
2010-09-12,cucumbers,0.5
2010-09-14,tomatoes,27.5
2010-09-14,peppers,0.5
2010-09-14,squash,50
2010-09-14,greens,12
2010-09-14,apples,30
2010-09-14,beans,2
2010-09-14,squash,7.5
2010-09-14,lettuce,2
2010-09-14,kale,2.5
2010-09-14,herbs,3
2010-09-14,beets,7
2010-09-14,zucchini,10
2010-09-14,potatoes,3
2010-09-19,winter squash,9
2010-09-19,lettuce,1
2010-09-21,lettuce,15
2010-09-21,chard,5
2010-09-21,tomatoes,25
2010-09-21,zucchini,15
2010-09-21,beets,25
2010-09-21,greens,8
2010-09-21,basil,0.5
2010-09-21,zucchini,25
2010-09-21,winter squash,40
2010-09-21,peppers,4
2010-09-21,beets,4
2010-09-21,beans,2
2010-09-21,lettuce,12
2010-09-21,tomatoes,10
2010-09-21,greens,10
2010-09-21,apples,5
2010-09-21,tomatoes,4
2010-09-25,tomatoes,4.5
2010-09-25,zucchini,1
2010-09-25,cucumbers,1
2010-09-26,tomatoes,32
2010-09-26,summer squash,13
2010-09-26,herbs,0.5
2010-09-28,tomatoes,46
2010-09-28,zucchini,17
2010-09-28,winter squash,56
2010-09-28,greens,4.5
